"","Ageband","Sex","Year","Country","Definition","Deaths","Pop"
"4064","15-24","Male",2018,"Czechia","Simple",3,500725
"4065","15-24","Male",2018,"Denmark","Full",0,373984
"4066","15-24","Male",2018,"Denmark","Simple",0,373984
"4067","15-24","Male",2018,"Dominican Republic","Full",1,996928
"4068","15-24","Male",2018,"Dominican Republic","Simple",0,996928
"4069","15-24","Male",2018,"Ecuador","Full",7,1584379.5
"4070","15-24","Male",2018,"Ecuador","Simple",12,1584379.5
"4071","15-24","Male",2018,"England & Wales","Full",14,3593828
"4072","15-24","Male",2018,"England & Wales","Simple",14,3593828
"4073","15-24","Male",2018,"Estonia","Full",1,65037
"4074","15-24","Male",2018,"Estonia","Simple",1,65037
"4075","15-24","Male",2018,"Finland","Full",1,318428
"4076","15-24","Male",2018,"Finland","Simple",1,318428
"4077","15-24","Male",2018,"France","Full",8,3890315
"4078","15-24","Male",2018,"France","Simple",6,3890315
"4079","15-24","Male",2018,"Guatemala","Full",73.6250764525994,1819870
"4080","15-24","Male",2018,"Guatemala","Simple",88.5654834761322,1819870
"4081","15-24","Male",2018,"Hong Kong","Full",0,360500
"4082","15-24","Male",2018,"Hong Kong","Simple",0,360500
"4083","15-24","Male",2018,"Hungary","Full",2,544658
"4084","15-24","Male",2018,"Hungary","Simple",1.00037411148522,544658
"4085","15-24","Male",2018,"Ireland","Full",2,308475
"4086","15-24","Male",2018,"Ireland","Simple",2,308475
"4087","15-24","Male",2018,"Israel","Full",0,682435
"4088","15-24","Male",2018,"Israel","Simple",0,682435
"4089","15-24","Male",2018,"Italy","Full",0,3042131
"4090","15-24","Male",2018,"Italy","Simple",2,3042131
"4091","15-24","Male",2018,"Japan","Full",1.00019091256205,6043376
"4092","15-24","Male",2018,"Japan","Simple",2.00041135335253,6043376
"4093","15-24","Male",2018,"Kyrgyzstan","Full",4,529536
"4094","15-24","Male",2018,"Kyrgyzstan","Simple",11,529536
"4095","15-24","Male",2018,"Latvia","Full",3,91564
"4096","15-24","Male",2018,"Latvia","Simple",0,91564
"4097","15-24","Male",2018,"Lithuania","Full",2,155457
"4098","15-24","Male",2018,"Lithuania","Simple",2,155457
"4099","15-24","Male",2018,"Mauritius","Full",0,98558
"4100","15-24","Male",2018,"Mauritius","Simple",0,98558
"4101","15-24","Male",2018,"Mexico","Full",145.474860335196,11092507
"4102","15-24","Male",2018,"Mexico","Simple",167.783741142886,11092507
"4103","15-24","Male",2018,"Moldova","Full",3,156856
"4104","15-24","Male",2018,"Moldova","Simple",4,156856
"4105","15-24","Male",2018,"Netherlands","Full",1,1079568
"4106","15-24","Male",2018,"Netherlands","Simple",1,1079568
"4107","15-24","Male",2018,"Nicaragua","Full",5,632005
"4108","15-24","Male",2018,"Nicaragua","Simple",7,632005
"4109","15-24","Male",2018,"Northern Ireland","Full",1,116278
"4110","15-24","Male",2018,"Northern Ireland","Simple",0,116278
"4111","15-24","Male",2018,"Paraguay","Full",1,617509.5
"4112","15-24","Male",2018,"Paraguay","Simple",2,617509.5
"4113","15-24","Male",2018,"Peru","Full",3,2707944
"4114","15-24","Male",2018,"Peru","Simple",11,2707944
"4115","15-24","Male",2018,"Poland","Full",20,1968143
"4116","15-24","Male",2018,"Poland","Simple",19,1968143
"4117","15-24","Male",2018,"Romania","Full",1,1059595
"4118","15-24","Male",2018,"Romania","Simple",3,1059595
"4119","15-24","Male",2018,"Scotland","Full",2,322692
"4120","15-24","Male",2018,"Scotland","Simple",2,322692
"4121","15-24","Male",2018,"Serbia","Full",2,380152
"4122","15-24","Male",2018,"Serbia","Simple",3,380152
"4123","15-24","Male",2018,"Slovenia","Full",2,100391
"4124","15-24","Male",2018,"Slovenia","Simple",2,100391
"4125","15-24","Male",2018,"South Korea","Full",8.00187749354612,3308295
"4126","15-24","Male",2018,"South Korea","Simple",7.00125921928404,3308295
"4127","15-24","Male",2018,"Spain","Full",1,2341562
"4128","15-24","Male",2018,"Spain","Simple",1,2341562
"4129","15-24","Male",2018,"Sweden","Full",0,605283.5
"4130","15-24","Male",2018,"Sweden","Simple",0,605283.5
"4131","15-24","Male",2018,"Switzerland","Full",1,471813
"4132","15-24","Male",2018,"Switzerland","Simple",1,471813
"4133","15-24","Male",2018,"Turkey","Full",4,6646063
"4134","15-24","Male",2018,"Turkey","Simple",6,6646063
"4135","15-24","Male",2018,"USA","Full",92.0068602960367,22614300.71
"4136","15-24","Male",2018,"USA","Simple",92.0049817246514,22614300.71
"4137","15-24","Male",2018,"Uruguay","Full",0,257350
"4138","15-24","Male",2018,"Uruguay","Simple",0,257350
"4139","15-24","Male",2019,"Argentina","Full",1.00096009150949,3568885.5
"4140","15-24","Male",2019,"Argentina","Simple",7.05286027220167,3568885.5
"4141","15-24","Male",2019,"Armenia","Full",0,179358
"4142","15-24","Male",2019,"Armenia","Simple",0,179358
"4143","15-24","Male",2019,"Australia","Full",2,1663943
"4144","15-24","Male",2019,"Australia","Simple",3,1663943
"4145","15-24","Male",2019,"Austria","Full",1,494925
"4146","15-24","Male",2019,"Austria","Simple",0,494925
"4147","15-24","Male",2019,"Belgium","Full",1,667410
"4148","15-24","Male",2019,"Belgium","Simple",1,667410
"4149","15-24","Male",2019,"Brazil","Full",72.0686721716174,16929127
"4150","15-24","Male",2019,"Brazil","Simple",82.0992197655971,16929127
"4151","15-24","Male",2019,"Bulgaria","Full",1,318632.5
"4152","15-24","Male",2019,"Bulgaria","Simple",1,318632.5
"4153","15-24","Male",2019,"Canada","Full",8,2364444.51
"4154","15-24","Male",2019,"Canada","Simple",8,2364444.51
"4155","15-24","Male",2019,"Chile","Full",2,1307204.72
"4156","15-24","Male",2019,"Chile","Simple",3,1307204.72
"4157","15-24","Male",2019,"Colombia","Full",4,4385292.5
"4158","15-24","Male",2019,"Colombia","Simple",6,4385292.5
"4159","15-24","Male",2019,"Costa Rica","Full",3.01929260450161,416140.2036
"4160","15-24","Male",2019,"Costa Rica","Simple",4.02162162162162,416140.2036
"4161","15-24","Male",2019,"Cuba","Full",3.00645161290323,698295
"4162","15-24","Male",2019,"Cuba","Simple",3.00537393640842,698295
"4163","15-24","Male",2019,"Czechia","Full",0,494773
"4164","15-24","Male",2019,"Czechia","Simple",0,494773
"4165","15-24","Male",2019,"Denmark","Full",1,371743
"4166","15-24","Male",2019,"Denmark","Simple",0,371743
"4167","15-24","Male",2019,"Dominican Republic","Full",0,994608.5
"4168","15-24","Male",2019,"Dominican Republic","Simple",0,994608.5
"4169","15-24","Male",2019,"Ecuador","Full",3,1599608
"4170","15-24","Male",2019,"Ecuador","Simple",6,1599608
"4171","15-24","Male",2019,"England & Wales","Full",1,3576081
"4172","15-24","Male",2019,"England & Wales","Simple",1,3576081
"4173","15-24","Male",2019,"Estonia","Full",0,64393
"4174","15-24","Male",2019,"Estonia","Simple",0,64393
"4175","15-24","Male",2019,"Finland","Full",2,315267
"4176","15-24","Male",2019,"Finland","Simple",2,315267
"4177","15-24","Male",2019,"France","Full",11,3932117
"4178","15-24","Male",2019,"France","Simple",10,3932117
"4179","15-24","Male",2019,"Guatemala","Full",78.5273509526736,1834312.5
"4180","15-24","Male",2019,"Guatemala","Simple",100.62630480167,1834312.5
"4181","15-24","Male",2019,"Hong Kong","Full",0,339200
"4182","15-24","Male",2019,"Hong Kong","Simple",0,339200
"4183","15-24","Male",2019,"Hungary","Full",2,535075
"4184","15-24","Male",2019,"Hungary","Simple",2,535075
"4185","15-24","Male",2019,"Ireland","Full",0,316935
"4186","15-24","Male",2019,"Ireland","Simple",0,316935
"4187","15-24","Male",2019,"Israel","Full",0,697228.2856
"4188","15-24","Male",2019,"Israel","Simple",0,697228.2856
"4189","15-24","Male",2019,"Italy","Full",1.00095969289827,3030400
"4190","15-24","Male",2019,"Italy","Simple",1.00027785495971,3030400
"4191","15-24","Male",2019,"Japan","Full",3.00056306306306,5990497
"4192","15-24","Male",2019,"Japan","Simple",4.00124636476942,5990497
"4193","15-24","Male",2019,"Kyrgyzstan","Full",2,525087
"4194","15-24","Male",2019,"Kyrgyzstan","Simple",8,525087
"4195","15-24","Male",2019,"Latvia","Full",4,90219
"4196","15-24","Male",2019,"Latvia","Simple",1,90219
"4197","15-24","Male",2019,"Lithuania","Full",2,149449
"4198","15-24","Male",2019,"Lithuania","Simple",1,149449
"4199","15-24","Male",2019,"Mauritius","Full",1,98037
"4200","15-24","Male",2019,"Mauritius","Simple",1,98037
"4201","15-24","Male",2019,"Mexico","Full",125.423630432672,11117052
"4202","15-24","Male",2019,"Mexico","Simple",165.991789821936,11117052
"4203","15-24","Male",2019,"Moldova","Full",2,147553.5
"4204","15-24","Male",2019,"Moldova","Simple",3,147553.5
"4205","15-24","Male",2019,"Netherlands","Full",0,1083545.5
"4206","15-24","Male",2019,"Netherlands","Simple",0,1083545.5
"4207","15-24","Male",2019,"Nicaragua","Full",5,631486
"4208","15-24","Male",2019,"Nicaragua","Simple",6,631486
"4209","15-24","Male",2019,"Northern Ireland","Full",0,117965
"4210","15-24","Male",2019,"Northern Ireland","Simple",0,117965
"4211","15-24","Male",2019,"Paraguay","Full",2.00389105058366,612489.5
"4212","15-24","Male",2019,"Paraguay","Simple",1.0014684287812,612489.5
"4213","15-24","Male",2019,"Peru","Full",8,2753869
"4214","15-24","Male",2019,"Peru","Simple",12,2753869
"4215","15-24","Male",2019,"Poland","Full",15,1968143
"4216","15-24","Male",2019,"Poland","Simple",12,1968143
"4217","15-24","Male",2019,"Romania","Full",1,1048739
"4218","15-24","Male",2019,"Romania","Simple",4,1048739
"4219","15-24","Male",2019,"Scotland","Full",1,320238
"4220","15-24","Male",2019,"Scotland","Simple",1,320238
"4221","15-24","Male",2019,"Serbia","Full",1.00161290322581,374841
"4222","15-24","Male",2019,"Serbia","Simple",1.00256739409499,374841
"4223","15-24","Male",2019,"Slovenia","Full",0,96370
"4224","15-24","Male",2019,"Slovenia","Simple",0,96370
"4225","15-24","Male",2019,"South Korea","Full",4,3178122
"4226","15-24","Male",2019,"South Korea","Simple",4,3178122
"4227","15-24","Male",2019,"Spain","Full",2,2406996
"4228","15-24","Male",2019,"Spain","Simple",2,2406996
"4229","15-24","Male",2019,"Sweden","Full",0,605833
"4230","15-24","Male",2019,"Sweden","Simple",0,605833
"4231","15-24","Male",2019,"Switzerland","Full",0,466830
"4232","15-24","Male",2019,"Switzerland","Simple",0,466830
"4233","15-24","Male",2019,"Turkey","Full",3,6647006
"4234","15-24","Male",2019,"Turkey","Simple",4,6647006
"4235","15-24","Male",2019,"USA","Full",109.027331995988,22552725.91
"4236","15-24","Male",2019,"USA","Simple",102.018645218572,22552725.91
"4237","15-24","Male",2019,"Uruguay","Full",0,255112.5
"4238","15-24","Male",2019,"Uruguay","Simple",0,255112.5
"4239","15-24","Male",2020,"Argentina","Full",2.01239929867183,3561848
"4240","15-24","Male",2020,"Argentina","Simple",5.04319505196503,3561848
"4241","15-24","Male",2020,"Armenia","Full",0,172358
"4242","15-24","Male",2020,"Armenia","Simple",0,172358
"4243","15-24","Male",2020,"Australia","Full",4,1643515
"4244","15-24","Male",2020,"Australia","Simple",4,1643515
"4245","15-24","Male",2020,"Austria","Full",0,487554
"4246","15-24","Male",2020,"Austria","Simple",0,487554
"4247","15-24","Male",2020,"Belgium","Full",0,671227
"4248","15-24","Male",2020,"Belgium","Simple",0,671227
"4249","15-24","Male",2020,"Brazil","Full",91.0986855451086,16433589.5
"4250","15-24","Male",2020,"Brazil","Simple",85.0740293405282,16433589.5
"4251","15-24","Male",2020,"Bulgaria","Full",0,317879
"4252","15-24","Male",2020,"Bulgaria","Simple",2,317879
"4253","15-24","Male",2020,"Canada","Full",15,2372293.13
"4254","15-24","Male",2020,"Canada","Simple",14,2372293.13
"4255","15-24","Male",2020,"Chile","Full",3,1289729.59
"4256","15-24","Male",2020,"Chile","Simple",3,1289729.59
"4257","15-24","Male",2020,"Colombia","Full",3,4382019
"4258","15-24","Male",2020,"Colombia","Simple",10,4382019
"4259","15-24","Male",2020,"Costa Rica","Full",5,392588
"4260","15-24","Male",2020,"Costa Rica","Simple",4,392588
"4261","15-24","Male",2020,"Cuba","Full",3.00643431635389,688559
"4262","15-24","Male",2020,"Cuba","Simple",3.00535714285714,688559
"4263","15-24","Male",2020,"Czechia","Full",4,496044
"4264","15-24","Male",2020,"Czechia","Simple",4,496044
"4265","15-24","Male",2020,"Denmark","Full",1,366974
"4266","15-24","Male",2020,"Denmark","Simple",0,366974
"4267","15-24","Male",2020,"Dominican Republic","Full",2,992520.5
"4268","15-24","Male",2020,"Dominican Republic","Simple",2,992520.5
"4269","15-24","Male",2020,"Ecuador","Full",7,1604760
"4270","15-24","Male",2020,"Ecuador","Simple",12,1604760
"4271","15-24","Male",2020,"England & Wales","Full",3,3591513
"4272","15-24","Male",2020,"England & Wales","Simple",3,3591513
"4273","15-24","Male",2020,"Estonia","Full",0,64573
"4274","15-24","Male",2020,"Estonia","Simple",0,64573
"4275","15-24","Male",2020,"Finland","Full",1,312804.5
"4276","15-24","Male",2020,"Finland","Simple",1,312804.5
"4277","15-24","Male",2020,"France","Full",9,3936136
"4278","15-24","Male",2020,"France","Simple",9,3936136
"4279","15-24","Male",2020,"Guatemala","Full",87.5160142348754,1847995.5
"4280","15-24","Male",2020,"Guatemala","Simple",106.544365192582,1847995.5
"4281","15-24","Male",2020,"Hong Kong","Full",0,320100
"4282","15-24","Male",2020,"Hong Kong","Simple",0,320100
"4283","15-24","Male",2020,"Hungary","Full",1,525290.5
"4284","15-24","Male",2020,"Hungary","Simple",1,525290.5
"4285","15-24","Male",2020,"Ireland","Full",1,324810
"4286","15-24","Male",2020,"Ireland","Simple",1,324810
"4287","15-24","Male",2020,"Israel","Full",0,711696.2868
"4288","15-24","Male",2020,"Israel","Simple",0,711696.2868
"4289","15-24","Male",2020,"Italy","Full",1,3030400
"4290","15-24","Male",2020,"Italy","Simple",1,3030400
"4291","15-24","Male",2020,"Japan","Full",3.00051590713672,5898985
"4292","15-24","Male",2020,"Japan","Simple",3.00059347181009,5898985
"4293","15-24","Male",2020,"Kyrgyzstan","Full",0,521889
"4294","15-24","Male",2020,"Kyrgyzstan","Simple",4,521889
"4295","15-24","Male",2020,"Latvia","Full",1,89632.5
"4296","15-24","Male",2020,"Latvia","Simple",0,89632.5
"4297","15-24","Male",2020,"Lithuania","Full",1,145616
"4298","15-24","Male",2020,"Lithuania","Simple",0,145616
"4299","15-24","Male",2020,"Mauritius","Full",0,97360
"4300","15-24","Male",2020,"Mauritius","Simple",0,97360
"4301","15-24","Male",2020,"Mexico","Full",135.278516861477,11133894
"4302","15-24","Male",2020,"Mexico","Simple",164.668104407282,11133894
"4303","15-24","Male",2020,"Moldova","Full",0,141684
"4304","15-24","Male",2020,"Moldova","Simple",0,141684
"4305","15-24","Male",2020,"Netherlands","Full",2,1085627.5
"4306","15-24","Male",2020,"Netherlands","Simple",2,1085627.5
"4307","15-24","Male",2020,"Nicaragua","Full",4,632647
"4308","15-24","Male",2020,"Nicaragua","Simple",5,632647
"4309","15-24","Male",2020,"Northern Ireland","Full",0,116278
"4310","15-24","Male",2020,"Northern Ireland","Simple",0,116278
"4311","15-24","Male",2020,"Paraguay","Full",5.01165501165501,608018.5
"4312","15-24","Male",2020,"Paraguay","Simple",5.00919117647059,608018.5
"4313","15-24","Male",2020,"Peru","Full",7,2781554
"4314","15-24","Male",2020,"Peru","Simple",15,2781554
"4315","15-24","Male",2020,"Poland","Full",15,1877826
"4316","15-24","Male",2020,"Poland","Simple",14,1877826
"4317","15-24","Male",2020,"Romania","Full",2,1046087
"4318","15-24","Male",2020,"Romania","Simple",3,1046087
"4319","15-24","Male",2020,"Scotland","Full",2,320238
"4320","15-24","Male",2020,"Scotland","Simple",2,320238
"4321","15-24","Male",2020,"Serbia","Full",0,369196
"4322","15-24","Male",2020,"Serbia","Simple",1,369196
"4323","15-24","Male",2020,"Slovenia","Full",0,103973
"4324","15-24","Male",2020,"Slovenia","Simple",0,103973
"4325","15-24","Male",2020,"South Korea","Full",1,3035632
"4326","15-24","Male",2020,"South Korea","Simple",1,3035632
"4327","15-24","Male",2020,"Spain","Full",0,2467902
"4328","15-24","Male",2020,"Spain","Simple",0,2467902
"4329","15-24","Male",2020,"Sweden","Full",1.00160256410256,606119.5
"4330","15-24","Male",2020,"Sweden","Simple",1.00135928971162,606119.5
"4331","15-24","Male",2020,"Switzerland","Full",1,464783
"4332","15-24","Male",2020,"Switzerland","Simple",0,464783
"4333","15-24","Male",2020,"Turkey","Full",4,6628644
"4334","15-24","Male",2020,"Turkey","Simple",9,6628644
"4335","15-24","Male",2020,"USA","Full",136.011655477789,22247575.54
"4336","15-24","Male",2020,"USA","Simple",126.008194411325,22247575.54
"4337","15-24","Male",2020,"Uruguay","Full",0,252694.5
"4338","15-24","Male",2020,"Uruguay","Simple",0,252694.5
"4339","15-24","Male",2021,"Argentina","Full",2.00849021928354,3561365.5
"4340","15-24","Male",2021,"Argentina","Simple",3.02425433022195,3561365.5
"4341","15-24","Male",2021,"Armenia","Full",0,168561
"4342","15-24","Male",2021,"Armenia","Simple",0,168561
"4343","15-24","Male",2021,"Australia","Full",5,1598946
"4344","15-24","Male",2021,"Australia","Simple",5,1598946
"4345","15-24","Male",2021,"Austria","Full",0,482566
"4346","15-24","Male",2021,"Austria","Simple",0,482566
"4347","15-24","Male",2021,"Belgium","Full",5,677552
"4348","15-24","Male",2021,"Belgium","Simple",3,677552
"4349","15-24","Male",2021,"Brazil","Full",84.0805667150505,16261900.5
"4350","15-24","Male",2021,"Brazil","Simple",90.0825643886401,16261900.5
"4351","15-24","Male",2021,"Bulgaria","Full",0,320280
"4352","15-24","Male",2021,"Bulgaria","Simple",1,320280
"4353","15-24","Male",2021,"Canada","Full",15,2333370.98
"4354","15-24","Male",2021,"Canada","Simple",14,2333370.98
"4355","15-24","Male",2021,"Chile","Full",4,1278690.77
"4356","15-24","Male",2021,"Chile","Simple",4,1278690.77
"4357","15-24","Male",2021,"Colombia","Full",7,4356843
"4358","15-24","Male",2021,"Colombia","Simple",5,4356843
"4359","15-24","Male",2021,"Costa Rica","Full",0,387848.5
"4360","15-24","Male",2021,"Costa Rica","Simple",0,387848.5
"4361","15-24","Male",2021,"Cuba","Full",2.00116959064327,676144
"4362","15-24","Male",2021,"Cuba","Simple",3.00132743362832,676144
"4363","15-24","Male",2021,"Czechia","Full",1,498093
"4364","15-24","Male",2021,"Czechia","Simple",2,498093
"4365","15-24","Male",2021,"Denmark","Full",0,364444
"4366","15-24","Male",2021,"Denmark","Simple",0,364444
"4367","15-24","Male",2021,"Dominican Republic","Full",9.02331606217617,990480
"4368","15-24","Male",2021,"Dominican Republic","Simple",2,990480
"4369","15-24","Male",2021,"Ecuador","Full",2,1601593
"4370","15-24","Male",2021,"Ecuador","Simple",6,1601593
"4371","15-24","Male",2021,"England & Wales","Full",15,3553113
"4372","15-24","Male",2021,"England & Wales","Simple",15,3553113
"4373","15-24","Male",2021,"Estonia","Full",0,65149
"4374","15-24","Male",2021,"Estonia","Simple",0,65149
"4375","15-24","Male",2021,"Finland","Full",4,311982.5
"4376","15-24","Male",2021,"Finland","Simple",4,311982.5
"4377","15-24","Male",2021,"France","Full",10,3962284
"4378","15-24","Male",2021,"France","Simple",7,3962284
"4379","15-24","Male",2021,"Guatemala","Full",82.1482150926344,1860614.5
"4380","15-24","Male",2021,"Guatemala","Simple",109.36840919333,1860614.5
"4381","15-24","Male",2021,"Hong Kong","Full",0,299600
"4382","15-24","Male",2021,"Hong Kong","Simple",0,299600
"4383","15-24","Male",2021,"Hungary","Full",1,518807.5
"4384","15-24","Male",2021,"Hungary","Simple",2,518807.5
"4385","15-24","Male",2021,"Ireland","Full",2,325906
"4386","15-24","Male",2021,"Ireland","Simple",2,325906
"4387","15-24","Male",2021,"Israel","Full",0,725819
"4388","15-24","Male",2021,"Israel","Simple",0,725819
"4389","15-24","Male",2021,"Italy","Full",0,3020368
"4390","15-24","Male",2021,"Italy","Simple",2,3020368
"4391","15-24","Male",2021,"Japan","Full",4.00068131493783,5832625
"4392","15-24","Male",2021,"Japan","Simple",4.00038868914586,5832625
"4393","15-24","Male",2021,"Kyrgyzstan","Full",0,521093
"4394","15-24","Male",2021,"Kyrgyzstan","Simple",2,521093
"4395","15-24","Male",2021,"Latvia","Full",2,89998.5
"4396","15-24","Male",2021,"Latvia","Simple",2,89998.5
"4397","15-24","Male",2021,"Lithuania","Full",1,138712
"4398","15-24","Male",2021,"Lithuania","Simple",1,138712
"4399","15-24","Male",2021,"Mauritius","Full",0,96914
"4400","15-24","Male",2021,"Mauritius","Simple",0,96914
"4401","15-24","Male",2021,"Mexico","Full",121.227416996384,11153521.5
"4402","15-24","Male",2021,"Mexico","Simple",159.577186829151,11153521.5
"4403","15-24","Male",2021,"Moldova","Full",1,135464
"4404","15-24","Male",2021,"Moldova","Simple",2,135464
"4405","15-24","Male",2021,"Netherlands","Full",0,1095052
"4406","15-24","Male",2021,"Netherlands","Simple",0,1095052
"4407","15-24","Male",2021,"Nicaragua","Full",7,634831
"4408","15-24","Male",2021,"Nicaragua","Simple",9,634831
"4409","15-24","Male",2021,"Northern Ireland","Full",1,115328
"4410","15-24","Male",2021,"Northern Ireland","Simple",1,115328
"4411","15-24","Male",2021,"Paraguay","Full",0,604064
"4412","15-24","Male",2021,"Paraguay","Simple",0,604064
"4413","15-24","Male",2021,"Peru","Full",3,2808448.5
"4414","15-24","Male",2021,"Peru","Simple",15,2808448.5
"4415","15-24","Male",2021,"Poland","Full",24,1842327
"4416","15-24","Male",2021,"Poland","Simple",20,1842327
"4417","15-24","Male",2021,"Romania","Full",3,1034940
"4418","15-24","Male",2021,"Romania","Simple",7,1034940
"4419","15-24","Male",2021,"Scotland","Full",0,315451.5
"4420","15-24","Male",2021,"Scotland","Simple",0,315451.5
"4421","15-24","Male",2021,"Serbia","Full",0,363722
"4422","15-24","Male",2021,"Serbia","Simple",1.00121065375303,363722
"4423","15-24","Male",2021,"Slovenia","Full",0,104816.5
"4424","15-24","Male",2021,"Slovenia","Simple",0,104816.5
"4425","15-24","Male",2021,"South Korea","Full",0,2896815.5
"4426","15-24","Male",2021,"South Korea","Simple",1,2896815.5
"4427","15-24","Male",2021,"Spain","Full",1,2506192
"4428","15-24","Male",2021,"Spain","Simple",2,2506192
"4429","15-24","Male",2021,"Sweden","Full",1,608637.5
"4430","15-24","Male",2021,"Sweden","Simple",1,608637.5
"4431","15-24","Male",2021,"Switzerland","Full",1,463255
"4432","15-24","Male",2021,"Switzerland","Simple",0,463255
"4433","15-24","Male",2021,"Turkey","Full",3,6629476
"4434","15-24","Male",2021,"Turkey","Simple",6,6629476
"4435","15-24","Male",2021,"USA","Full",153.011859852204,21991012.18
"4436","15-24","Male",2021,"USA","Simple",149.011809463422,21991012.18
"4437","15-24","Male",2021,"Uruguay","Full",0,250356.5
"4438","15-24","Male",2021,"Uruguay","Simple",0,250356.5
"4439","15-24","Male",2022,"Argentina","Full",0,3566165.5
"4440","15-24","Male",2022,"Argentina","Simple",1.00382165605096,3566165.5
"4441","15-24","Male",2022,"Armenia","Full",0,180332
"4442","15-24","Male",2022,"Armenia","Simple",0,180332
"4443","15-24","Male",2022,"Australia","Full",5,1636111
"4444","15-24","Male",2022,"Australia","Simple",5,1636111
"4445","15-24","Male",2022,"Austria","Full",0,483264
"4446","15-24","Male",2022,"Austria","Simple",0,483264
"4447","15-24","Male",2022,"Belgium","Full",1,677552
"4448","15-24","Male",2022,"Belgium","Simple",1,677552
"4449","15-24","Male",2022,"Brazil","Full",66.0416031937805,16045291.5
"4450","15-24","Male",2022,"Brazil","Simple",71.0568907699561,16045291.5
"4451","15-24","Male",2022,"Bulgaria","Full",1,290341
"4452","15-24","Male",2022,"Bulgaria","Simple",2,290341
"4453","15-24","Male",2022,"Canada","Full",4,2334699.13
"4454","15-24","Male",2022,"Canada","Simple",5,2334699.13
"4455","15-24","Male",2022,"Chile","Full",1,1270376.66
"4456","15-24","Male",2022,"Chile","Simple",1,1270376.66
"4457","15-24","Male",2022,"Colombia","Full",4,4322500.5
"4458","15-24","Male",2022,"Colombia","Simple",7,4322500.5
"4459","15-24","Male",2022,"Costa Rica","Full",0,383389
"4460","15-24","Male",2022,"Costa Rica","Simple",0,383389
"4461","15-24","Male",2022,"Cuba","Full",1.00076804915515,661251.5
"4462","15-24","Male",2022,"Cuba","Simple",1.00054585152838,661251.5
"4463","15-24","Male",2022,"Czechia","Full",0,527853
"4464","15-24","Male",2022,"Czechia","Simple",0,527853
"4465","15-24","Male",2022,"Denmark","Full",0,367371
"4466","15-24","Male",2022,"Denmark","Simple",0,367371
"4467","15-24","Male",2022,"Dominican Republic","Full",6,987806.5
"4468","15-24","Male",2022,"Dominican Republic","Simple",1,987806.5
"4469","15-24","Male",2022,"Ecuador","Full",10,1597058
"4470","15-24","Male",2022,"Ecuador","Simple",11,1597058
"4471","15-24","Male",2022,"England & Wales","Full",11,3632709
"4472","15-24","Male",2022,"England & Wales","Simple",11,3632709
"4473","15-24","Male",2022,"Estonia","Full",0,66143
"4474","15-24","Male",2022,"Estonia","Simple",0,66143
"4475","15-24","Male",2022,"Finland","Full",0,313591
"4476","15-24","Male",2022,"Finland","Simple",0,313591
"4477","15-24","Male",2022,"France","Full",3,4025485.5
"4478","15-24","Male",2022,"France","Simple",3,4025485.5
"4479","15-24","Male",2022,"Guatemala","Full",100.412276683463,1872102.5
"4480","15-24","Male",2022,"Guatemala","Simple",126.348467388799,1872102.5
"4481","15-24","Male",2022,"Hong Kong","Full",0,290300
"4482","15-24","Male",2022,"Hong Kong","Simple",0,290300
"4483","15-24","Male",2022,"Hungary","Full",0,516585
"4484","15-24","Male",2022,"Hungary","Simple",0,516585
"4485","15-24","Male",2022,"Ireland","Full",1,330633
"4486","15-24","Male",2022,"Ireland","Simple",1,330633
"4487","15-24","Male",2022,"Israel","Full",0,741581
"4488","15-24","Male",2022,"Israel","Simple",0,741581
"4489","15-24","Male",2022,"Italy","Full",0,3014421
"4490","15-24","Male",2022,"Italy","Simple",0,3014421
"4491","15-24","Male",2022,"Japan","Full",4.00194678780013,5768630
"4492","15-24","Male",2022,"Japan","Simple",4.00185168039996,5768630
"4493","15-24","Male",2022,"Kyrgyzstan","Full",6,543526
"4494","15-24","Male",2022,"Kyrgyzstan","Simple",6,543526
"4495","15-24","Male",2022,"Latvia","Full",5,92019
"4496","15-24","Male",2022,"Latvia","Simple",1,92019
"4497","15-24","Male",2022,"Lithuania","Full",3,138077
"4498","15-24","Male",2022,"Lithuania","Simple",3,138077
"4499","15-24","Male",2022,"Mauritius","Full",0,95584
"4500","15-24","Male",2022,"Mauritius","Simple",0,95584
"4501","15-24","Male",2022,"Mexico","Full",134.23832049512,11180675
"4502","15-24","Male",2022,"Mexico","Simple",169.495673738198,11180675
"4503","15-24","Male",2022,"Moldova","Full",3,127571
"4504","15-24","Male",2022,"Moldova","Simple",3,127571
"4505","15-24","Male",2022,"Netherlands","Full",3,1106550
"4506","15-24","Male",2022,"Netherlands","Simple",3,1106550
"4507","15-24","Male",2022,"Nicaragua","Full",7,637246
"4508","15-24","Male",2022,"Nicaragua","Simple",9,637246
"4509","15-24","Male",2022,"Northern Ireland","Full",0,114639
"4510","15-24","Male",2022,"Northern Ireland","Simple",0,114639
"4511","15-24","Male",2022,"Paraguay","Full",2,599886
"4512","15-24","Male",2022,"Paraguay","Simple",3.00540540540541,599886
"4513","15-24","Male",2022,"Peru","Full",13,2833830.5
"4514","15-24","Male",2022,"Peru","Simple",13,2833830.5
"4515","15-24","Male",2022,"Poland","Full",19,1821927
"4516","15-24","Male",2022,"Poland","Simple",17,1821927
"4517","15-24","Male",2022,"Romania","Full",3,1034251
