"","Ageband","Sex","Year","Country","Definition","Deaths","Pop"
"17713","45-54","Male",2014,"Northern Ireland","Full",56,127382
"17714","45-54","Male",2014,"Northern Ireland","Simple",54,127382
"17715","45-54","Male",2014,"Paraguay","Full",90,284137.5
"17716","45-54","Male",2014,"Paraguay","Simple",119.428057553957,284137.5
"17717","45-54","Male",2014,"Peru","Full",122,1527586.5
"17718","45-54","Male",2014,"Peru","Simple",371,1527586.5
"17719","45-54","Male",2014,"Poland","Full",1634,2385088
"17720","45-54","Male",2014,"Poland","Simple",1596,2385088
"17721","45-54","Male",2014,"Romania","Full",225,1325034
"17722","45-54","Male",2014,"Romania","Simple",1071,1325034
"17723","45-54","Male",2014,"Scotland","Full",189,390277
"17724","45-54","Male",2014,"Scotland","Simple",192,390277
"17725","45-54","Male",2014,"Serbia","Full",113.172256097561,476114
"17726","45-54","Male",2014,"Serbia","Simple",147.170533642691,476114
"17727","45-54","Male",2014,"Slovenia","Full",85,156297
"17728","45-54","Male",2014,"Slovenia","Simple",85,156297
"17729","45-54","Male",2014,"South Korea","Full",1392,4363682.5
"17730","45-54","Male",2014,"South Korea","Simple",1773.32839414706,4363682.5
"17731","45-54","Male",2014,"Spain","Full",309,3540159
"17732","45-54","Male",2014,"Spain","Simple",664,3540159
"17733","45-54","Male",2014,"Sweden","Full",104,653457
"17734","45-54","Male",2014,"Sweden","Simple",112,653457
"17735","45-54","Male",2014,"Switzerland","Full",80,652195
"17736","45-54","Male",2014,"Switzerland","Simple",79,652195
"17737","45-54","Male",2014,"Turkey","Full",95,4553343
"17738","45-54","Male",2014,"Turkey","Simple",243,4553343
"17739","45-54","Male",2014,"USA","Full",6212.38718899361,21493471.46
"17740","45-54","Male",2014,"USA","Simple",7928.22284956189,21493471.46
"17741","45-54","Male",2014,"Uruguay","Full",36.3870967741936,197727.5
"17742","45-54","Male",2014,"Uruguay","Simple",43.5917431192661,197727.5
"17743","45-54","Male",2015,"Argentina","Full",355.086530970348,2263599
"17744","45-54","Male",2015,"Argentina","Simple",719.704788166283,2263599
"17745","45-54","Male",2015,"Armenia","Full",10,176959
"17746","45-54","Male",2015,"Armenia","Simple",97,176959
"17747","45-54","Male",2015,"Australia","Full",222,1537298
"17748","45-54","Male",2015,"Australia","Simple",252,1537298
"17749","45-54","Male",2015,"Austria","Full",173,703717
"17750","45-54","Male",2015,"Austria","Simple",251,703717
